id  , node_mac           , timestamp , received_at                 , air_quality_ppm, temperature, humidity, noise_db, mq135_raw, sound_raw, hop_count, seq_num, rssi, recv_rssi, battery_pct, peer_count, node_state
(279, '1C:C3:AB:B3:7F:08', 1773929635, '2026-03-19T14:13:56.313476',            6.1 , 33.4       , 49.9    ,     52.0,         0,      1551,         1,     375, -59 , -60      ,         100,          2, 1)
(280, '28:05:A5:32:43:64', 1773929642, '2026-03-19T14:14:03.379609',            6.1 , -999.0     , -999.0  ,     48.4,         0,      1029,         1,     367, -52 , -54      ,         100,          2, 1)
(281, '1C:C3:AB:B3:7F:08', 1773929645, '2026-03-19T14:14:05.855640',            6.1 , 33.4       , 49.9    ,     52.0,         0,      1551,         1,     376, -58 , -63      ,         100,          2, 1)
(282, '28:05:A5:32:43:64', 1773929652, '2026-03-19T14:14:13.422622',            6.1 , -999.0     , -999.0  ,     48.3,         0,      1014,         1,     368, -52 , -55      ,         100,          2, 1)
(283, '1C:C3:AB:B3:7F:08', 1773929655, '2026-03-19T14:14:16.487593',            6.1 , 33.3       , 49.9    ,     52.0,         0,      1552,         1,     377, -58 , -61      ,         100,          2, 1)
(284, '28:05:A5:32:43:64', 1773929662, '2026-03-19T14:14:23.258816',            6.1 , -999.0     , -999.0  ,     48.2,         0,      1003,         1,     369, -53 , -56      ,         100,          2, 1)
(285, '1C:C3:AB:B3:7F:08', 1773929665, '2026-03-19T14:14:26.521731',            6.1 , 33.3       , 49.9    ,     52.0,         0,      1552,         1,     378, -58 , -61      ,         100,          2, 1)
(286, '28:05:A5:32:43:64', 1773929672, '2026-03-19T14:14:33.490303',            6.1 , -999.0     , -999.0  ,     48.1,         0,       991,         1,     370, -53 , -56      ,         100,          2, 1)
(287, '1C:C3:AB:B3:7F:08', 1773929675, '2026-03-19T14:14:36.074662',            6.1 , 33.3       , 49.9    ,     52.0,         0,      1553,         1,     379, -57 , -59      ,         100,          2, 1)
(288, '28:05:A5:32:43:64', 1773929682, '2026-03-19T14:14:43.937230',            6.1 , -999.0     , -999.0  ,     48.0,         0,       983,         1,     371, -53 , -56      ,         100,          2, 1)
(289, '1C:C3:AB:B3:7F:08', 1773929685, '2026-03-19T14:14:46.108033',            6.1 , 33.3       , 49.9    ,     52.0,         0,      1556,         1,     380, -58 , -59      ,         100,          2, 1)
(290, '28:05:A5:32:43:64', 1773929693, '2026-03-19T14:14:53.806717',            6.1 , -999.0     , -999.0  ,     47.9,         0,       975,         1,     372, -53 , -57      ,         100,          2, 1)
(291, '1C:C3:AB:B3:7F:08', 1773929696, '2026-03-19T14:14:56.937243',            6.1 , 33.3       , 49.9    ,     52.0,         0,      1555,         1,     381, -58 , -59      ,         100,          2, 1)
(292, '28:05:A5:32:43:64', 1773929703, '2026-03-19T14:15:03.397676',            6.1 , -999.0     , -999.0  ,     47.9,         0,       967,         1,     373, -54 , -57      ,         100,          2, 1)
(293, '1C:C3:AB:B3:7F:08', 1773929706, '2026-03-19T14:15:06.868015',            6.1 , 33.3       , 50.0    ,     52.0,         0,      1556,         1,     382, -57 , -59      ,         100,          2, 1)
(294, '28:05:A5:32:43:64', 1773929713, '2026-03-19T14:15:13.542830',            6.1 , -999.0     , -999.0  ,     47.8,         0,       961,         1,     374, -54 , -58      ,         100,          2, 1)
(295, '1C:C3:AB:B3:7F:08', 1773929716, '2026-03-19T14:15:16.799772',            6.1 , 33.3       , 50.0    ,     52.0,         0,      1558,         1,     383, -56 , -58      ,         100,          2, 1)
(296, '28:05:A5:32:43:64', 1773929723, '2026-03-19T14:15:23.370892',            6.1 , -999.0     , -999.0  ,     47.8,         0,       962,         1,     375, -54 , -58      ,         100,          2, 1)
(297, '1C:C3:AB:B3:7F:08', 1773929726, '2026-03-19T14:15:26.835966',            6.1 , 33.3       , 50.0    ,     52.0,         0,      1559,         1,     384, -56 , -56      ,         100,          2, 1)
(298, '1C:C3:AB:B3:7F:08', 1773929736, '2026-03-19T14:15:36.871216',            6.1 , 33.3       , 50.1    ,     52.0,         0,      1555,         1,     385, -54 , -54      ,         100,          2, 1)
(299, '1C:C3:AB:B3:7F:08', 1773929746, '2026-03-19T14:15:46.527551',            6.1 , 33.3       , 50.3    ,     52.0,         0,      1557,         1,     386, -55 , -58      ,         100,          2, 1)
(300, '1C:C3:AB:B3:7F:08', 1773929756, '2026-03-19T14:15:57.146500',            6.1 , 33.3       , 50.5    ,     52.0,         0,      1559,         1,     387, -54 , -59      ,         100,          1, 1)
(301, '1C:C3:AB:B3:7F:08', 1773929766, '2026-03-19T14:16:07.181745',            6.1 , 33.3       , 50.6    ,     52.0,         0,      1559,         1,     388, -58 , -61      ,         100,          1, 1)
(302, '1C:C3:AB:B3:7F:08', 1773929776, '2026-03-19T14:16:16.677906',            6.1 , 33.3       , 50.6    ,     52.0,         0,      1562,         1,     389, -61 , -69      ,         100,          1, 1)
(303, '1C:C3:AB:B3:7F:08', 1773929786, '2026-03-19T14:16:27.252464',            6.1 , 33.3       , 50.5    ,     52.0,         0,      1562,         1,     390, -55 , -57      ,         100,          1, 1)
(304, '1C:C3:AB:B3:7F:08', 1773929796, '2026-03-19T14:16:36.995547',            6.1 , 33.3       , 50.5    ,     52.0,         0,      1565,         1,     391, -63 , -66      ,         100,          1, 1)
(305, '1C:C3:AB:B3:7F:08', 1773929806, '2026-03-19T14:16:47.527924',            6.1 , 33.3       , 50.5    ,     52.0,         0,      1566,         1,     392, -62 , -64      ,         100,          1, 1)
(306, '1C:C3:AB:B3:7F:08', 1773929816, '2026-03-19T14:16:56.968226',            6.1 , 33.3       , 50.4    ,     52.0,         0,      1566,         1,     393, -65 , -69      ,         100,          1, 1)
(307, '1C:C3:AB:B3:7F:08', 1773929826, '2026-03-19T14:17:07.598722',            6.1 , 33.3       , 50.3    ,     52.0,         0,      1565,         1,     394, -62 , -63      ,         100,          1, 1)
(308, '1C:C3:AB:B3:7F:08', 1773929836, '2026-03-19T14:17:17.941209',            6.1 , 33.3       , 50.3    ,     52.0,         0,      1567,         1,     395, -63 , -58      ,         100,          1, 1)
(309, '1C:C3:AB:B3:7F:08', 1773929847, '2026-03-19T14:17:27.138413',            6.1 , -999.0     , -999.0  ,     52.1,         0,      1568,         1,     396, -67 , -68      ,         100,          1, 1)
(310, '1C:C3:AB:B3:7F:08', 1773929857, '2026-03-19T14:17:37.714900',            6.1 , 33.3       , 50.4    ,     52.1,         0,      1568,         1,     397, -56 , -58      ,         100,          1, 1)
(311, '1C:C3:AB:B3:7F:08', 1773929867, '2026-03-19T14:17:47.849210',            7.29, 33.3       , 50.5    ,     51.9,        11,      1541,         1,     398, -65 , -63      ,         100,          1, 1)
(312, '1C:C3:AB:B3:7F:08', 1773929877, '2026-03-19T14:17:57.328454',            6.23, 33.3       , 50.6    ,     51.8,         1,      1520,         1,     399, -52 , -54      ,         100,          1, 1)
(313, '1C:C3:AB:B3:7F:08', 1773929887, '2026-03-19T14:18:07.416608',            6.1 , 33.3       , 51.0    ,     51.8,         0,      1517,         1,     400, -64 , -55      ,         100,          1, 1)
(314, '1C:C3:AB:B3:7F:08', 1773929897, '2026-03-19T14:18:18.050005',            6.23, 33.3       , 50.9    ,     51.7,         1,      1508,         1,     401, -60 , -58      ,         100,          1, 1)
(315, '1C:C3:AB:B3:7F:08', 1773929907, '2026-03-19T14:18:28.085476',            6.1 , 33.2       , 50.9    ,     51.7,         0,      1506,         1,     402, -55 , -56      ,         100,          1, 1)
(316, '1C:C3:AB:B3:7F:08', 1773929917, '2026-03-19T14:18:38.325675',            6.1 , 33.2       , 50.8    ,     51.7,         0,      1508,         1,     403, -60 , -64      ,         100,          1, 1)
(317, '1C:C3:AB:B3:7F:08', 1773929927, '2026-03-19T14:18:48.466172',            6.1 , 33.2       , 50.8    ,     51.7,         0,      1506,         1,     404, -60 , -61      ,         100,          1, 1)
(318, '1C:C3:AB:B3:7F:08', 1773929937, '2026-03-19T14:18:58.293959',            6.1 , 33.2       , 50.7    ,     51.7,         0,      1510,         1,     405, -55 , -56      ,         100,          1, 1)
(319, '1C:C3:AB:B3:7F:08', 1773929947, '2026-03-19T14:19:07.834801',            6.1 , 33.2       , 50.7    ,     51.7,         0,      1511,         1,     406, -55 , -58      ,         100,          1, 1)
(320, '1C:C3:AB:B3:7F:08', 1773929957, '2026-03-19T14:19:17.872936',            6.1 , 33.2       , 50.7    ,     51.7,         0,      1513,         1,     407, -55 , -57      ,         100,          1, 1)
(321, '1C:C3:AB:B3:7F:08', 1773929967, '2026-03-19T14:19:27.929625',            6.1 , 33.1       , 50.7    ,     51.7,         0,      1514,         1,     408, -58 , -60      ,         100,          1, 1)
(322, '1C:C3:AB:B3:7F:08', 1773929977, '2026-03-19T14:19:38.742367',            6.1 , 33.1       , 50.7    ,     51.8,         0,      1515,         1,     409, -56 , -56      ,         100,          1, 1)
(323, '1C:C3:AB:B3:7F:08', 1773929987, '2026-03-19T14:19:48.879387',            6.1 , 33.1       , 50.7    ,     51.8,         0,      1516,         1,     410, -59 , -59      ,         100,          1, 1)
(324, '1C:C3:AB:B3:7F:08', 1773929998, '2026-03-19T14:19:58.729227',            6.1 , 33.1       , 50.7    ,     51.8,         0,      1517,         1,     411, -56 , -62      ,         100,          1, 1)
(325, '1C:C3:AB:B3:7F:08', 1773930008, '2026-03-19T14:20:08.193960',            6.1 , 33.1       , 50.7    ,     51.8,         0,      1517,         1,     412, -59 , -60      ,         100,          1, 1)
(326, '1C:C3:AB:B3:7F:08', 1773930018, '2026-03-19T14:20:18.247250',            6.1 , 33.1       , 50.7    ,     51.8,         0,      1519,         1,     413, -57 , -58      ,         100,          1, 1)
(327, '1C:C3:AB:B3:7F:08', 1773930028, '2026-03-19T14:20:28.318698',            6.1 , 33.1       , 50.8    ,     51.8,         0,      1520,         1,     414, -55 , -58      ,         100,          1, 1)
(328, '1C:C3:AB:B3:7F:08', 1773930038, '2026-03-19T14:20:39.365505',            6.1 , 33.1       , 50.8    ,     51.8,         0,      1520,         1,     415, -58 , -58      ,         100,          1, 1)
(329, '1C:C3:AB:B3:7F:08', 1773930048, '2026-03-19T14:20:48.990299',            6.1 , 33.1       , 50.9    ,     51.8,         0,      1520,         1,     416, -55 , -57      ,         100,          1, 1)
(330, '1C:C3:AB:B3:7F:08', 1773930058, '2026-03-19T14:20:58.635578',            6.1 , 33.0       , 50.9    ,     51.8,         0,      1521,         1,     417, -55 , -57      ,         100,          1, 1)
(331, '1C:C3:AB:B3:7F:08', 1773930068, '2026-03-19T14:21:09.059983',            6.1 , 33.0       , 50.9    ,     51.8,         0,      1521,         1,     418, -57 , -60      ,         100,          1, 1)
(332, '1C:C3:AB:B3:7F:08', 1773930078, '2026-03-19T14:21:19.197296',            6.1 , 33.0       , 50.9    ,     51.8,         0,      1522,         1,     419, -59 , -61      ,         100,          1, 1)
(333, '1C:C3:AB:B3:7F:08', 1773930088, '2026-03-19T14:21:29.268094',            6.1 , 33.0       , 50.9    ,     51.8,         0,      1523,         1,     420, -58 , -59      ,         100,          1, 1)
(334, '1C:C3:AB:B3:7F:08', 1773930098, '2026-03-19T14:21:39.180569',            6.1 , 33.0       , 51.0    ,     51.8,         0,      1523,         1,     421, -58 , -59      ,         100,          1, 1)
(335, '1C:C3:AB:B3:7F:08', 1773930108, '2026-03-19T14:21:49.610878',            6.1 , 33.0       , 51.0    ,     51.8,         0,      1522,         1,     422, -54 , -56      ,         100,          1, 1)
(336, '1C:C3:AB:B3:7F:08', 1773930118, '2026-03-19T14:21:59.441061',            6.1 , 33.0       , 51.1    ,     51.8,         0,      1525,         1,     423, -53 , -55      ,         100,          1, 1)
(337, '1C:C3:AB:B3:7F:08', 1773930128, '2026-03-19T14:22:08.977062',            6.1 , 32.9       , 51.1    ,     51.8,         0,      1526,         1,     424, -59 , -60      ,         100,          1, 1)
(338, '1C:C3:AB:B3:7F:08', 1773930138, '2026-03-19T14:22:19.221793',            6.1 , 32.9       , 51.1    ,     51.9,         0,      1537,         1,     425, -52 , -53      ,         100,          1, 1)
(339, '1C:C3:AB:B3:7F:08', 1773930148, '2026-03-19T14:22:29.649386',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1537,         1,     426, -52 , -53      ,         100,          1, 1)
(340, '1C:C3:AB:B3:7F:08', 1773930159, '2026-03-19T14:22:39.196428',            6.1 , 32.9       , 51.1    ,     51.9,         0,      1537,         1,     427, -52 , -58      ,         100,          1, 1)
(341, '1C:C3:AB:B3:7F:08', 1773930169, '2026-03-19T14:22:49.826267',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1537,         1,     428, -53 , -56      ,         100,          1, 1)
(342, '1C:C3:AB:B3:7F:08', 1773930179, '2026-03-19T14:22:59.465533',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1539,         1,     429, -50 , -56      ,         100,          1, 1)
(343, '1C:C3:AB:B3:7F:08', 1773930189, '2026-03-19T14:23:09.690710',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1537,         1,     430, -60 , -55      ,         100,          1, 1)
(344, '1C:C3:AB:B3:7F:08', 1773930199, '2026-03-19T14:23:20.030762',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1539,         1,     431, -54 , -58      ,         100,          1, 1)
(345, '1C:C3:AB:B3:7F:08', 1773930209, '2026-03-19T14:23:29.669067',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1540,         1,     432, -53 , -56      ,         100,          1, 1)
(346, '1C:C3:AB:B3:7F:08', 1773930219, '2026-03-19T14:23:39.999354',            6.1 , 32.9       , 51.3    ,     51.9,         0,      1541,         1,     433, -56 , -60      ,         100,          1, 1)
(347, '1C:C3:AB:B3:7F:08', 1773930229, '2026-03-19T14:23:49.646971',            6.1 , 32.9       , 51.3    ,     51.9,         0,      1542,         1,     434, -60 , -60      ,         100,          1, 1)
(348, '1C:C3:AB:B3:7F:08', 1773930239, '2026-03-19T14:24:00.480274',            6.1 , 32.9       , 51.3    ,     51.9,         0,      1545,         1,     435, -56 , -58      ,         100,          1, 1)
(349, '1C:C3:AB:B3:7F:08', 1773930249, '2026-03-19T14:24:10.525457',            6.1 , 32.9       , 51.3    ,     51.9,         0,      1546,         1,     436, -57 , -59      ,         100,          1, 1)
(350, '1C:C3:AB:B3:7F:08', 1773930259, '2026-03-19T14:24:20.448976',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1547,         1,     437, -56 , -59      ,         100,          1, 1)
(351, '1C:C3:AB:B3:7F:08', 1773930269, '2026-03-19T14:24:30.087479',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1547,         1,     438, -58 , -58      ,         100,          1, 1)
(352, '1C:C3:AB:B3:7F:08', 1773930279, '2026-03-19T14:24:40.519848',            6.1 , 32.9       , 51.2    ,     52.0,         0,      1551,         1,     439, -56 , -58      ,         100,          1, 1)
(353, '1C:C3:AB:B3:7F:08', 1773930289, '2026-03-19T14:24:50.166030',            6.1 , 32.9       , 51.2    ,     51.9,         0,      1550,         1,     440, -56 , -57      ,         100,          1, 1)
(354, '1C:C3:AB:B3:7F:08', 1773930299, '2026-03-19T14:25:00.087770',            6.1 , 32.9       , 51.2    ,     52.0,         0,      1552,         1,     441, -54 , -75      ,         100,          1, 1)
(355, '1C:C3:AB:B3:7F:08', 1773930310, '2026-03-19T14:25:10.136621',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1552,         1,     442, -67 , -67      ,         100,          1, 1)
(356, '1C:C3:AB:B3:7F:08', 1773930320, '2026-03-19T14:25:20.561815',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1554,         1,     443, -58 , -53      ,         100,          1, 1)
(357, '1C:C3:AB:B3:7F:08', 1773930330, '2026-03-19T14:25:30.276846',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1554,         1,     444, -56 , -57      ,         100,          1, 1)
(358, '1C:C3:AB:B3:7F:08', 1773930340, '2026-03-19T14:25:40.332365',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1555,         1,     445, -59 , -59      ,         100,          1, 1)
(359, '1C:C3:AB:B3:7F:08', 1773930350, '2026-03-19T14:25:50.400137',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1556,         1,     446, -57 , -59      ,         100,          1, 1)
(360, '1C:C3:AB:B3:7F:08', 1773930360, '2026-03-19T14:26:00.540491',            6.1 , 32.9       , 51.5    ,     52.0,         0,      1556,         1,     447, -60 , -56      ,         100,          1, 1)
(361, '1C:C3:AB:B3:7F:08', 1773930370, '2026-03-19T14:26:10.572245',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1557,         1,     448, -57 , -58      ,         100,          1, 1)
(362, '1C:C3:AB:B3:7F:08', 1773930380, '2026-03-19T14:26:21.280080',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1559,         1,     449, -55 , -56      ,         100,          1, 1)
(363, '1C:C3:AB:B3:7F:08', 1773930390, '2026-03-19T14:26:30.726251',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1559,         1,     450, -54 , -57      ,         100,          1, 1)
(364, '1C:C3:AB:B3:7F:08', 1773930400, '2026-03-19T14:26:40.986693',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1562,         1,     451, -61 , -57      ,         100,          1, 1)
(365, '1C:C3:AB:B3:7F:08', 1773930410, '2026-03-19T14:26:51.114431',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1559,         1,     452, -61 , -65      ,         100,          1, 1)
(366, '1C:C3:AB:B3:7F:08', 1773930420, '2026-03-19T14:27:01.524529',            6.1 , 32.8       , 51.4    ,     52.0,         0,      1562,         1,     453, -63 , -64      ,         100,          1, 1)
(367, '1C:C3:AB:B3:7F:08', 1773930430, '2026-03-19T14:27:10.995073',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1565,         1,     454, -62 , -66      ,         100,          1, 1)
(368, '1C:C3:AB:B3:7F:08', 1773930440, '2026-03-19T14:27:21.594512',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1562,         1,     455, -58 , -62      ,         100,          1, 1)
(369, '1C:C3:AB:B3:7F:08', 1773930450, '2026-03-19T14:27:31.628982',            6.1 , 32.9       , 51.3    ,     52.0,         0,      1564,         1,     456, -61 , -64      ,         100,          1, 1)
(370, '1C:C3:AB:B3:7F:08', 1773930461, '2026-03-19T14:27:41.663765',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1563,         1,     457, -57 , -71      ,         100,          1, 1)
(371, '1C:C3:AB:B3:7F:08', 1773930471, '2026-03-19T14:27:51.699296',            6.1 , 32.9       , 51.4    ,     52.0,         0,      1567,         1,     458, -60 , -63      ,         100,          1, 1)
(372, '1C:C3:AB:B3:7F:08', 1773930481, '2026-03-19T14:28:06.442183',            6.1 , 32.9       , 51.6    ,     52.0,         0,      1567,         1,     459, -57 , -52      ,         100,          1, 1)
(373, '1C:C3:AB:B3:7F:08', 1773930481, '2026-03-19T14:28:11.460415',            6.1 , 32.9       , 51.6    ,     52.0,         0,      1567,         1,     459, -57 , -52      ,         100,          1, 1)
(374, '1C:C3:AB:B3:F2:84', 1773930487, '2026-03-19T14:28:11.512228',           12.97, 28.4       , 60.6    ,     54.0,        54,      1962,         1,       0, -57 , -52      ,         100,          2, 1)
(375, '1C:C3:AB:B3:7F:08', 1773930491, '2026-03-19T14:28:11.574941',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1569,         1,     460, -70 , -63      ,         100,          2, 1)
(376, '1C:C3:AB:B3:F2:84', 1773930497, '2026-03-19T14:28:17.223009',           24.76, 28.5       , 64.1    ,     54.1,       111,      1984,         1,       1, -58 , -64      ,         100,          2, 1)
(377, '1C:C3:AB:B3:7F:08', 1773930501, '2026-03-19T14:28:21.375828',            6.1 , 32.8       , 51.5    ,     52.0,         0,      1566,         1,     461, -69 , -62      ,         100,          2, 1)
(378, '1C:C3:AB:B3:F2:84', 1773930507, '2026-03-19T14:28:27.670353',           50.86, 28.5       , 63.6    ,     54.1,       191,      1987,         1,       2, -70 , -77      ,         100,          2, 1)
(379, '1C:C3:AB:B3:7F:08', 1773930511, '2026-03-19T14:28:32.045807',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1568,         1,     462, -56 , -57      ,         100,          2, 1)
(380, '1C:C3:AB:B3:F2:84', 1773930517, '2026-03-19T14:28:37.383103',           55.8 , 28.6       , 63.1    ,     54.1,       203,      1991,         1,       3, -62 , -74      ,         100,          2, 1)
(381, '1C:C3:AB:B3:7F:08', 1773930521, '2026-03-19T14:28:42.081167',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1568,         1,     463, -59 , -64      ,         100,          2, 1)
(382, '1C:C3:AB:B3:7F:08', 1773930531, '2026-03-19T14:28:52.019797',            6.1 , -999.0     , -999.0  ,     52.1,         0,      1571,         1,     464, -61 , -63      ,         100,          2, 1)
(383, '1C:C3:AB:B3:F2:84', 1773930534, '2026-03-19T14:28:55.393621',           24.76, 28.7       , 60.4    ,     54.0,       112,      1958,         1,       0, -51 , -50      ,         100,          2, 1)
(384, '1C:C3:AB:B3:7F:08', 1773930541, '2026-03-19T14:29:01.654066',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1571,         1,     465, -63 , -65      ,         100,          2, 1)
(385, '1C:C3:AB:B3:F2:84', 1773930544, '2026-03-19T14:29:07.699298',           30.65, 28.7       , 62.8    ,     54.1,       133,      1996,         1,       1, -50 , -48      ,         100,          2, 1)
(386, '1C:C3:AB:B3:7F:08', 1773930551, '2026-03-19T14:29:11.892864',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1572,         1,     466, -58 , -59      ,         100,          2, 1)
(387, '1C:C3:AB:B3:F2:84', 1773930554, '2026-03-19T14:29:25.498540',           42.85, 28.8       , 62.4    ,     54.1,       170,      1984,         1,       2, -49 , -62      ,         100,          2, 1)
(388, '1C:C3:AB:B3:7F:08', 1773930561, '2026-03-19T14:29:26.014773',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1573,         1,     467, -58 , -60      ,         100,          2, 1)
(389, '1C:C3:AB:B3:F2:84', 1773930564, '2026-03-19T14:29:26.045785',           46.74, 28.8       , 62.5    ,     54.1,       181,      1984,         1,       3, -61 , -62      ,         100,          2, 1)
(390, '1C:C3:AB:B3:7F:08', 1773930571, '2026-03-19T14:29:32.461774',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1573,         1,     468, -65 , -71      ,         100,          2, 1)
(391, '1C:C3:AB:B3:F2:84', 1773930574, '2026-03-19T14:29:35.466655',           45.25, 28.8       , 62.5    ,     54.1,       177,      1984,         1,       4, -58 , -63      ,         100,          2, 1)
(392, '1C:C3:AB:B3:7F:08', 1773930581, '2026-03-19T14:29:42.590512',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1575,         1,     469, -65 , -69      ,         100,          2, 1)
(393, '1C:C3:AB:B3:F2:84', 1773930585, '2026-03-19T14:29:45.672440',           41.0 , 28.9       , 62.0    ,     54.1,       166,      1984,         1,       5, -57 , -59      ,         100,          2, 1)
(394, '1C:C3:AB:B3:7F:08', 1773930591, '2026-03-19T14:29:52.545870',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1575,         1,     470, -58 , -61      ,         100,          2, 1)
(395, '1C:C3:AB:B3:F2:84', 1773930595, '2026-03-19T14:29:55.208837',           36.61, 28.9       , 61.5    ,     54.1,       152,      1984,         1,       6, -69 , -63      ,         100,          2, 1)
(396, '1C:C3:AB:B3:7F:08', 1773930601, '2026-03-19T14:30:02.567276',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1578,         1,     471, -55 , -59      ,         100,          2, 1)
(397, '1C:C3:AB:B3:F2:84', 1773930605, '2026-03-19T14:30:05.961678',           33.34, 29.0       , 61.2    ,     54.1,       142,      1984,         1,       7, -59 , -61      ,         100,          2, 1)
(398, '1C:C3:AB:B3:7F:08', 1773930611, '2026-03-19T14:30:12.602525',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1579,         1,     472, -57 , -58      ,         100,          2, 1)
(399, '1C:C3:AB:B3:F2:84', 1773930615, '2026-03-19T14:30:15.485529',           29.55, 29.0       , 61.0    ,     54.1,       130,      1985,         1,       8, -69 , -64      ,         100,          2, 1)
(400, '1C:C3:AB:B3:7F:08', 1773930622, '2026-03-19T14:30:22.638049',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1580,         1,     473, -64 , -66      ,         100,          2, 1)
(401, '1C:C3:AB:B3:F2:84', 1773930625, '2026-03-19T14:30:25.914474',           27.08, 29.0       , 60.9    ,     54.1,       121,      1984,         1,       9, -67 , -67      ,         100,          2, 1)
(402, '1C:C3:AB:B3:7F:08', 1773930632, '2026-03-19T14:30:32.282451',            6.1 , 32.8       , 51.5    ,     52.1,         0,      1579,         1,     474, -63 , -61      ,         100,          2, 1)
(403, '1C:C3:AB:B3:F2:84', 1773930635, '2026-03-19T14:30:35.667822',           24.76, 29.1       , 60.7    ,     54.1,       112,      1987,         1,      10, -65 , -64      ,         100,          2, 1)
(404, '1C:C3:AB:B3:7F:08', 1773930642, '2026-03-19T14:30:43.015479',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1580,         1,     475, -63 , -65      ,         100,          2, 1)
(405, '1C:C3:AB:B3:F2:84', 1773930645, '2026-03-19T14:30:46.190159',           22.88, 29.1       , 60.6    ,     54.1,       104,      1984,         1,      11, -63 , -69      ,         100,          2, 1)
(406, '1C:C3:AB:B3:7F:08', 1773930652, '2026-03-19T14:30:52.364064',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1582,         1,     476, -55 , -58      ,         100,          2, 1)
(407, '1C:C3:AB:B3:F2:84', 1773930655, '2026-03-19T14:30:56.430299',           20.81, 29.2       , 60.4    ,     54.1,        95,      1984,         1,      12, -61 , -66      ,         100,          2, 1)
(408, '1C:C3:AB:B3:7F:08', 1773930662, '2026-03-19T14:31:02.693426',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1581,         1,     477, -56 , -58      ,         100,          2, 1)
(409, '1C:C3:AB:B3:F2:84', 1773930665, '2026-03-19T14:31:05.661362',           18.61, 29.2       , 60.3    ,     54.1,        85,      1986,         1,      13, -62 , -67      ,         100,          2, 1)
(410, '1C:C3:AB:B3:7F:08', 1773930672, '2026-03-19T14:31:13.031255',            6.1 , 32.8       , 51.7    ,     52.1,         0,      1582,         1,     478, -53 , -56      ,         100,          2, 1)
(411, '1C:C3:AB:B3:F2:84', 1773930675, '2026-03-19T14:31:16.193774',           17.58, 29.2       , 60.2    ,     54.1,        80,      1987,         1,      14, -57 , -62      ,         100,          2, 1)
(412, '1C:C3:AB:B3:7F:08', 1773930682, '2026-03-19T14:31:23.156692',            6.1 , 32.7       , 51.8    ,     52.1,         0,      1584,         1,     479, -54 , -55      ,         100,          2, 1)
(413, '1C:C3:AB:B3:F2:84', 1773930685, '2026-03-19T14:31:26.229348',           17.32, 29.3       , 60.0    ,     54.1,        78,      1984,         1,      15, -64 , -63      ,         100,          2, 1)
(414, '1C:C3:AB:B3:7F:08', 1773930692, '2026-03-19T14:31:33.191982',            6.1 , 32.7       , 51.8    ,     52.1,         0,      1584,         1,     480, -60 , -63      ,         100,          2, 1)
(415, '1C:C3:AB:B3:F2:84', 1773930695, '2026-03-19T14:31:35.884019',           15.62, 29.3       , 59.9    ,     54.1,        69,      1987,         1,      16, -60 , -63      ,         100,          2, 1)
(416, '1C:C3:AB:B3:7F:08', 1773930702, '2026-03-19T14:31:43.129554',            6.1 , 32.7       , 51.8    ,     52.1,         0,      1584,         1,     481, -53 , -55      ,         100,          2, 1)
(417, '1C:C3:AB:B3:F2:84', 1773930705, '2026-03-19T14:31:46.504191',           14.7 , 29.3       , 60.0    ,     54.1,        64,      1985,         1,      17, -67 , -71      ,         100,          2, 1)
