id  , node_mac           , timestamp , received_at                 , air_quality_ppm, temperature, humidity, noise_db, mq135_raw, sound_raw, hop_count, seq_num, rssi, recv_rssi, battery_pct, peer_count, node_state
(137, '1C:C3:AB:B3:7F:08', 1773928951, '2026-03-19T14:02:32.401255',            6.1 , 32.9       , 50.3    ,     51.5,         0,      1477,         1,     307, -82 , -84      ,         100,          2, 1)
(138, '28:05:A5:32:43:64', 1773928958, '2026-03-19T14:02:42.069963',           23.81, 32.4       , 48.5    ,     51.7,       105,      1511,         1,     299, -53 , -54      ,         100,          2, 1)
(139, '1C:C3:AB:B3:7F:08', 1773928961, '2026-03-19T14:02:42.258295',            6.1 , 32.9       , 50.3    ,     51.5,         0,      1478,         1,     308, -85 , -82      ,         100,          2, 1)
(140, '28:05:A5:32:43:64', 1773928968, '2026-03-19T14:02:49.071075',           23.81, 32.4       , 48.5    ,     51.7,       105,      1507,         1,     300, -53 , -54      ,         100,          2, 1)
(141, '1C:C3:AB:B3:7F:08', 1773928971, '2026-03-19T14:03:03.641979',            6.1 , 32.9       , 50.4    ,     51.5,         0,      1478,         1,     309, -80 , -84      ,         100,          2, 1)
(142, '28:05:A5:32:43:64', 1773928978, '2026-03-19T14:03:20.107220',           23.49, 32.4       , 48.5    ,     51.8,       104,      1515,         1,     301, -53 , -54      ,         100,          2, 1)
(143, '1C:C3:AB:B3:7F:08', 1773928981, '2026-03-19T14:03:21.429126',            6.1 , 32.9       , 50.4    ,     51.5,         0,      1478,         1,     310, -73 , -80      ,         100,          2, 1)
(144, '1C:C3:AB:B3:7F:08', 1773928991, '2026-03-19T14:03:34.257247',            6.1 , 32.9       , 50.5    ,     51.5,         0,      1477,         1,     311, -74 , -79      ,         100,          2, 1)
(145, '28:05:A5:32:43:64', 1773928978, '2026-03-19T14:03:34.305039',           23.49, 32.4       , 48.5    ,     51.8,       104,      1515,         1,     301, -53 , -54      ,         100,          2, 1)
(146, '28:05:A5:32:43:64', 1773928998, '2026-03-19T14:03:34.357493',           22.58, 32.5       , 48.5    ,     51.7,       100,      1499,         1,     303, -53 , -53      ,         100,          2, 1)
(147, '1C:C3:AB:B3:7F:08', 1773929001, '2026-03-19T14:03:34.402096',            6.1 , 32.9       , 50.5    ,     51.5,         0,      1479,         1,     312, -77 , -78      ,         100,          2, 1)
(148, '28:05:A5:32:43:64', 1773928988, '2026-03-19T14:03:34.439299',           22.88, 32.4       , 48.6    ,     51.7,       101,      1503,         1,     302, -53 , -54      ,         100,          2, 1)
(149, '28:05:A5:32:43:64', 1773929008, '2026-03-19T14:03:34.485429',           22.58, 32.5       , 48.5    ,     51.7,       100,      1498,         1,     304, -53 , -52      ,         100,          2, 1)
(150, '1C:C3:AB:B3:7F:08', 1773929011, '2026-03-19T14:03:34.529468',            6.1 , 32.9       , 50.5    ,     51.5,         0,      1480,         1,     313, -76 , -77      ,         100,          2, 1)
(151, '28:05:A5:32:43:64', 1773929018, '2026-03-19T14:03:38.862979',           21.98, 32.5       , 48.5    ,     51.6,        98,      1495,         1,     305, -53 , -53      ,         100,          2, 1)
(152, '1C:C3:AB:B3:7F:08', 1773929021, '2026-03-19T14:03:44.577713',            6.1 , 32.9       , 50.5    ,     51.6,         0,      1482,         1,     314, -78 , -80      ,         100,          2, 1)
(153, '28:05:A5:32:43:64', 1773929028, '2026-03-19T14:03:48.891264',           21.98, 32.5       , 48.5    ,     51.6,        97,      1489,         1,     306, -53 , -53      ,         100,          2, 1)
(154, '1C:C3:AB:B3:7F:08', 1773929031, '2026-03-19T14:03:53.800996',            6.1 , 33.0       , 50.4    ,     51.6,         0,      1482,         1,     315, -81 , -75      ,         100,          2, 1)
(155, '28:05:A5:32:43:64', 1773929038, '2026-03-19T14:04:05.257038',           21.39, 32.5       , 48.5    ,     51.6,        95,      1493,         1,     307, -53 , -55      ,         100,          2, 1)
(156, '1C:C3:AB:B3:7F:08', 1773929041, '2026-03-19T14:04:09.971543',            6.1 , 33.0       , 50.4    ,     51.6,         0,      1485,         1,     316, -77 , -68      ,         100,          2, 1)
(157, '28:05:A5:32:43:64', 1773929038, '2026-03-19T14:04:10.682941',           21.39, 32.5       , 48.5    ,     51.6,        95,      1493,         1,     307, -53 , -55      ,         100,          2, 1)
(158, '28:05:A5:32:43:64', 1773929048, '2026-03-19T14:04:11.503374',           20.81, 32.5       , 48.5    ,     51.6,        93,      1487,         1,     308, -52 , -53      ,         100,          2, 1)
(159, '1C:C3:AB:B3:7F:08', 1773929051, '2026-03-19T14:04:11.970441',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1485,         1,     317, -80 , -74      ,         100,          2, 1)
(160, '1C:C3:AB:B3:7F:08', 1773929061, '2026-03-19T14:04:33.752062',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1487,         1,     318, -77 , -76      ,         100,          2, 1)
(161, '28:05:A5:32:43:64', 1773929058, '2026-03-19T14:04:33.814978',           20.81, 32.5       , 48.4    ,     51.5,        92,      1479,         1,     309, -54 , -52      ,         100,          2, 1)
(162, '28:05:A5:32:43:64', 1773929069, '2026-03-19T14:04:33.871172',           20.53, 32.5       , 48.4    ,     51.5,        91,      1478,         1,     310, -53 , -53      ,         100,          2, 1)
(163, '1C:C3:AB:B3:7F:08', 1773929072, '2026-03-19T14:04:33.945284',            6.1 , 33.0       , 50.2    ,     51.6,         0,      1487,         1,     319, -79 , -80      ,         100,          2, 1)
(164, '1C:C3:AB:B3:7F:08', 1773929082, '2026-03-19T14:04:50.642136',            6.1 , 33.0       , 50.2    ,     51.6,         0,      1488,         1,     320, -77 , -75      ,         100,          2, 1)
(165, '28:05:A5:32:43:64', 1773929079, '2026-03-19T14:04:52.674446',           19.69, 32.5       , 48.4    ,     51.5,        88,      1479,         1,     311, -53 , -53      ,         100,          2, 1)
(166, '28:05:A5:32:43:64', 1773929089, '2026-03-19T14:04:52.746586',           19.69, 32.5       , 48.4    ,     51.5,        88,      1471,         1,     312, -53 , -53      ,         100,          2, 1)
(167, '1C:C3:AB:B3:7F:08', 1773929092, '2026-03-19T14:04:52.801256',            6.1 , 33.0       , 50.2    ,     51.6,         0,      1488,         1,     321, -78 , -78      ,         100,          2, 1)
(168, '28:05:A5:32:43:64', 1773929099, '2026-03-19T14:05:00.041334',           19.42, 32.5       , 48.4    ,     51.5,        86,      1470,         1,     313, -53 , -53      ,         100,          2, 1)
(169, '1C:C3:AB:B3:7F:08', 1773929102, '2026-03-19T14:05:02.810142',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1489,         1,     322, -75 , -68      ,         100,          2, 1)
(170, '28:05:A5:32:43:64', 1773929109, '2026-03-19T14:05:09.692218',           18.88, 32.5       , 48.4    ,     51.5,        84,      1467,         1,     314, -54 , -53      ,         100,          2, 1)
(171, '1C:C3:AB:B3:7F:08', 1773929112, '2026-03-19T14:05:22.514219',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1491,         1,     323, -66 , -70      ,         100,          2, 1)
(172, '28:05:A5:32:43:64', 1773929119, '2026-03-19T14:05:22.788644',           18.61, 32.5       , 48.4    ,     51.4,        83,      1461,         1,     315, -53 , -53      ,         100,          2, 1)
(173, '1C:C3:AB:B3:7F:08', 1773929122, '2026-03-19T14:05:22.910067',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1489,         1,     324, -73 , -78      ,         100,          2, 1)
(174, '28:05:A5:32:43:64', 1773929129, '2026-03-19T14:05:31.888409',           18.35, 32.6       , 48.4    ,     51.4,        81,      1457,         1,     316, -55 , -53      ,         100,          2, 1)
(175, '1C:C3:AB:B3:7F:08', 1773929132, '2026-03-19T14:05:32.513688',            6.1 , 33.0       , 50.3    ,     51.6,         0,      1490,         1,     325, -72 , -75      ,         100,          2, 1)
(176, '28:05:A5:32:43:64', 1773929139, '2026-03-19T14:05:40.814755',           18.09, 32.6       , 48.5    ,     51.4,        80,      1455,         1,     317, -53 , -53      ,         100,          2, 1)
(177, '1C:C3:AB:B3:7F:08', 1773929142, '2026-03-19T14:05:53.520709',            6.1 , 33.1       , 50.3    ,     51.6,         0,      1491,         1,     326, -71 , -72      ,         100,          2, 1)
(178, '1C:C3:AB:B3:7F:08', 1773929142, '2026-03-19T14:05:53.601256',            6.1 , 33.1       , 50.3    ,     51.6,         0,      1491,         1,     326, -71 , -72      ,         100,          2, 1)
(179, '1C:C3:AB:B3:7F:08', 1773929152, '2026-03-19T14:06:13.670177',            6.1 , 33.1       , 50.4    ,     51.6,         0,      1492,         1,     327, -77 , -79      ,         100,          2, 1)
(180, '28:05:A5:32:43:64', 1773929149, '2026-03-19T14:06:15.306492',           18.09, 32.6       , 48.5    ,     51.4,        80,      1447,         1,     318, -54 , -52      ,         100,          2, 1)
(181, '28:05:A5:32:43:64', 1773929159, '2026-03-19T14:06:15.560869',           17.83, 32.6       , 48.5    ,     51.4,        79,      1455,         1,     319, -53 , -53      ,         100,          2, 1)
(182, '28:05:A5:32:43:64', 1773929149, '2026-03-19T14:06:16.243924',           18.09, 32.6       , 48.5    ,     51.4,        80,      1447,         1,     318, -54 , -52      ,         100,          2, 1)
(183, '1C:C3:AB:B3:7F:08', 1773929162, '2026-03-19T14:06:19.199992',            6.1 , 33.1       , 50.5    ,     51.6,         0,      1493,         1,     328, -78 , -78      ,         100,          2, 1)
(184, '28:05:A5:32:43:64', 1773929169, '2026-03-19T14:06:43.626420',           17.58, 32.6       , 48.5    ,     51.3,        78,      1439,         1,     320, -53 , -53      ,         100,          2, 1)
(185, '28:05:A5:32:43:64', 1773929169, '2026-03-19T14:07:00.362504',           17.58, 32.6       , 48.5    ,     51.3,        78,      1439,         1,     320, -53 , -53      ,         100,          2, 1)
(186, '28:05:A5:32:43:64', 1773929189, '2026-03-19T14:07:08.350429',           17.07, 32.6       , 48.5    ,     51.3,        75,      1437,         1,     322, -52 , -53      ,         100,          2, 1)
(187, '1C:C3:AB:B3:7F:08', 1773929192, '2026-03-19T14:07:10.110131',            6.1 , 33.1       , 50.4    ,     51.7,         0,      1498,         1,     331, -71 , -79      ,         100,          2, 1)
(188, '1C:C3:AB:B3:7F:08', 1773929172, '2026-03-19T14:07:10.261879',            6.1 , 33.1       , 50.5    ,     51.6,         0,      1496,         1,     329, -76 , -79      ,         100,          2, 1)
(189, '28:05:A5:32:43:64', 1773929199, '2026-03-19T14:07:10.409594',           16.82, 32.6       , 48.5    ,     51.2,        74,      1427,         1,     323, -53 , -53      ,         100,          2, 1)
(190, '1C:C3:AB:B3:7F:08', 1773929202, '2026-03-19T14:07:10.741836',            6.1 , 33.1       , 50.4    ,     51.7,         0,      1500,         1,     332, -79 , -76      ,         100,          2, 1)
(191, '28:05:A5:32:43:64', 1773929179, '2026-03-19T14:07:10.887763',           17.58, 32.6       , 48.5    ,     51.3,        77,      1439,         1,     321, -53 , -53      ,         100,          2, 1)
(192, '28:05:A5:32:43:64', 1773929209, '2026-03-19T14:07:11.043196',           16.34, 32.6       , 48.5    ,     51.2,        71,      1427,         1,     324, -53 , -53      ,         100,          2, 1)
(193, '1C:C3:AB:B3:7F:08', 1773929212, '2026-03-19T14:07:11.209167',            6.1 , 33.1       , 50.4    ,     51.7,         0,      1499,         1,     333, -76 , -74      ,         100,          2, 1)
(194, '1C:C3:AB:B3:7F:08', 1773929182, '2026-03-19T14:07:12.651450',            6.1 , 33.1       , 50.4    ,     51.6,         0,      1495,         1,     330, -77 , -77      ,         100,          2, 1)
(195, '28:05:A5:32:43:64', 1773929220, '2026-03-19T14:07:13.880714',           15.86, 32.7       , 48.5    ,     51.2,        69,      1422,         1,     325, -54 , -53      ,         100,          2, 1)
(196, '1C:C3:AB:B3:7F:08', 1773929222, '2026-03-19T14:07:14.115892',            6.1 , 33.1       , 50.4    ,     51.7,         0,      1501,         1,     334, -74 , -76      ,         100,          2, 1)
(197, '28:05:A5:32:43:64', 1773929230, '2026-03-19T14:07:24.642896',           15.62, 32.7       , 48.5    ,     51.2,        67,      1418,         1,     326, -53 , -53      ,         100,          2, 1)
(198, '1C:C3:AB:B3:7F:08', 1773929233, '2026-03-19T14:07:28.686160',            6.1 , 33.1       , 50.4    ,     51.7,         0,      1503,         1,     335, -81 , -77      ,         100,          2, 1)
(199, '28:05:A5:32:43:64', 1773929230, '2026-03-19T14:07:30.161196',           15.62, 32.7       , 48.5    ,     51.2,        67,      1418,         1,     326, -53 , -53      ,         100,          2, 1)
(200, '28:05:A5:32:43:64', 1773929240, '2026-03-19T14:07:31.390046',           15.39, 32.7       , 48.4    ,     51.1,        66,      1413,         1,     327, -53 , -53      ,         100,          2, 1)
(201, '1C:C3:AB:B3:7F:08', 1773929243, '2026-03-19T14:07:32.217810',            6.1 , 33.1       , 50.3    ,     51.7,         0,      1502,         1,     336, -74 , -73      ,         100,          2, 1)
(202, '28:05:A5:32:43:64', 1773929250, '2026-03-19T14:07:45.162233',           14.93, 32.7       , 48.4    ,     51.1,        64,      1410,         1,     328, -53 , -53      ,         100,          2, 1)
(203, '1C:C3:AB:B3:7F:08', 1773929243, '2026-03-19T14:07:59.084542',            6.1 , 33.1       , 50.3    ,     51.7,         0,      1502,         1,     336, -74 , -73      ,         100,          2, 1)
(204, '1C:C3:AB:B3:7F:08', 1773929263, '2026-03-19T14:08:18.801700',            6.1 , 33.2       , 50.3    ,     51.7,         0,      1505,         1,     338, -74 , -75      ,         100,          2, 1)
(205, '1C:C3:AB:B3:7F:08', 1773929253, '2026-03-19T14:08:24.042613',            6.1 , 33.1       , 50.3    ,     51.7,         0,      1504,         1,     337, -75 , -76      ,         100,          2, 1)
(206, '28:05:A5:32:43:64', 1773929270, '2026-03-19T14:08:24.096022',           14.7 , 32.7       , 48.4    ,     51.1,        62,      1399,         1,     330, -53 , -53      ,         100,          2, 1)
(207, '1C:C3:AB:B3:7F:08', 1773929273, '2026-03-19T14:08:25.969423',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1507,         1,     339, -74 , -75      ,         100,          2, 1)
(208, '28:05:A5:32:43:64', 1773929280, '2026-03-19T14:08:26.687516',           14.48, 32.7       , 48.4    ,     51.0,        61,      1393,         1,     331, -52 , -53      ,         100,          2, 1)
(209, '1C:C3:AB:B3:7F:08', 1773929283, '2026-03-19T14:08:26.826309',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1507,         1,     340, -74 , -77      ,         100,          2, 1)
(210, '28:05:A5:32:43:64', 1773929260, '2026-03-19T14:08:26.876300',           14.93, 32.7       , 48.4    ,     51.0,        64,      1397,         1,     329, -53 , -53      ,         100,          2, 1)
(211, '1C:C3:AB:B3:7F:08', 1773929293, '2026-03-19T14:08:26.921404',            6.1 , 33.2       , 50.3    ,     51.7,         0,      1509,         1,     341, -74 , -76      ,         100,          2, 1)
(212, '28:05:A5:32:43:64', 1773929300, '2026-03-19T14:08:26.969773',           13.82, 32.7       , 48.4    ,     51.0,        58,      1387,         1,     333, -53 , -53      ,         100,          2, 1)
(213, '1C:C3:AB:B3:7F:08', 1773929303, '2026-03-19T14:08:27.013624',            6.1 , 33.2       , 50.3    ,     51.7,         0,      1511,         1,     342, -74 , -74      ,         100,          2, 1)
(214, '28:05:A5:32:43:64', 1773929310, '2026-03-19T14:08:31.293642',           13.18, 32.7       , 48.4    ,     51.0,        54,      1382,         1,     334, -52 , -53      ,         100,          2, 1)
(215, '1C:C3:AB:B3:7F:08', 1773929313, '2026-03-19T14:08:46.989606',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1510,         1,     343, -75 , -77      ,         100,          2, 1)
(216, '28:05:A5:32:43:64', 1773929320, '2026-03-19T14:08:47.039631',           12.97, 32.7       , 48.4    ,     50.9,        52,      1375,         1,     335, -52 , -53      ,         100,          2, 1)
(217, '1C:C3:AB:B3:7F:08', 1773929323, '2026-03-19T14:08:47.087303',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1511,         1,     344, -75 , -76      ,         100,          2, 1)
(218, '1C:C3:AB:B3:7F:08', 1773929333, '2026-03-19T14:09:01.112177',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1513,         1,     345, -74 , -75      ,         100,          2, 1)
(219, '28:05:A5:32:43:64', 1773929330, '2026-03-19T14:09:01.157989',           12.57, 32.7       , 48.4    ,     50.9,        50,      1371,         1,     336, -52 , -53      ,         100,          2, 1)
(220, '28:05:A5:32:43:64', 1773929340, '2026-03-19T14:09:01.214248',           12.36, 32.7       , 48.4    ,     50.9,        49,      1371,         1,     337, -52 , -53      ,         100,          2, 1)
(221, '1C:C3:AB:B3:7F:08', 1773929343, '2026-03-19T14:09:16.692128',            6.1 , 33.2       , 50.2    ,     51.7,         0,      1514,         1,     346, -74 , -74      ,         100,          2, 1)
(222, '28:05:A5:32:43:64', 1773929350, '2026-03-19T14:09:16.785297',           12.17, 32.7       , 48.4    ,     50.8,        47,      1360,         1,     338, -53 , -53      ,         100,          2, 1)
(223, '1C:C3:AB:B3:7F:08', 1773929353, '2026-03-19T14:09:16.848481',            6.1 , 33.2       , 50.2    ,     51.8,         0,      1516,         1,     347, -75 , -73      ,         100,          2, 1)
(224, '28:05:A5:32:43:64', 1773929360, '2026-03-19T14:09:22.905537',           12.17, 32.7       , 48.4    ,     50.8,        47,      1360,         1,     339, -53 , -53      ,         100,          2, 1)
(225, '1C:C3:AB:B3:7F:08', 1773929363, '2026-03-19T14:09:24.255165',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1518,         1,     348, -75 , -76      ,         100,          2, 1)
(226, '28:05:A5:32:43:64', 1773929371, '2026-03-19T14:09:31.106052',           11.58, 32.7       , 48.4    ,     50.7,        44,      1349,         1,     340, -52 , -53      ,         100,          2, 1)
(227, '1C:C3:AB:B3:7F:08', 1773929373, '2026-03-19T14:09:37.445828',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1518,         1,     349, -74 , -76      ,         100,          2, 1)
(228, '1C:C3:AB:B3:7F:08', 1773929384, '2026-03-19T14:09:51.883199',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1518,         1,     350, -75 , -76      ,         100,          2, 1)
(229, '28:05:A5:32:43:64', 1773929381, '2026-03-19T14:09:52.308290',           11.39, 32.7       , 48.4    ,     50.7,        43,      1343,         1,     341, -53 , -53      ,         100,          2, 1)
(230, '28:05:A5:32:43:64', 1773929391, '2026-03-19T14:09:52.386222',           11.2 , 32.7       , 48.4    ,     50.7,        41,      1335,         1,     342, -53 , -53      ,         100,          2, 1)
(231, '1C:C3:AB:B3:7F:08', 1773929394, '2026-03-19T14:09:54.208336',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1520,         1,     351, -74 , -73      ,         100,          2, 1)
(232, '28:05:A5:32:43:64', 1773929401, '2026-03-19T14:10:01.918870',           10.65, 32.7       , 48.4    ,     50.6,        38,      1333,         1,     343, -53 , -52      ,         100,          2, 1)
(233, '1C:C3:AB:B3:7F:08', 1773929404, '2026-03-19T14:10:04.290450',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1520,         1,     352, -56 , -61      ,         100,          2, 1)
(234, '28:05:A5:32:43:64', 1773929411, '2026-03-19T14:10:11.851086',           10.29, 32.7       , 48.4    ,     50.6,        35,      1327,         1,     344, -51 , -53      ,         100,          2, 1)
(235, '1C:C3:AB:B3:7F:08', 1773929414, '2026-03-19T14:10:14.923070',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1520,         1,     353, -54 , -62      ,         100,          2, 1)
(236, '28:05:A5:32:43:64', 1773929421, '2026-03-19T14:10:21.887567',            9.94, 32.7       , 48.3    ,     50.6,        33,      1323,         1,     345, -51 , -53      ,         100,          2, 1)
(237, '1C:C3:AB:B3:7F:08', 1773929424, '2026-03-19T14:10:24.424670',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1521,         1,     354, -58 , -62      ,         100,          2, 1)
(238, '28:05:A5:32:43:64', 1773929431, '2026-03-19T14:10:31.564528',            9.6 , 32.7       , 48.3    ,     50.5,        30,      1311,         1,     346, -51 , -53      ,         100,          2, 1)
(239, '1C:C3:AB:B3:7F:08', 1773929434, '2026-03-19T14:10:34.993882',            6.1 , 33.3       , 50.1    ,     51.8,         0,      1522,         1,     355, -62 , -66      ,         100,          2, 1)
(240, '28:05:A5:32:43:64', 1773929441, '2026-03-19T14:10:41.575423',            9.27, 32.7       , 48.3    ,     50.4,        27,      1302,         1,     347, -52 , -53      ,         100,          2, 1)
(241, '1C:C3:AB:B3:7F:08', 1773929444, '2026-03-19T14:10:45.336175',            6.1 , 33.3       , 50.2    ,     51.8,         0,      1522,         1,     356, -65 , -67      ,         100,          2, 1)
(242, '28:05:A5:32:43:64', 1773929451, '2026-03-19T14:10:52.197082',            8.94, 32.7       , 48.3    ,     50.4,        25,      1297,         1,     348, -51 , -52      ,         100,          2, 1)
(243, '1C:C3:AB:B3:7F:08', 1773929454, '2026-03-19T14:10:55.167056',            6.1 , 33.3       , 50.2    ,     51.8,         0,      1523,         1,     357, -65 , -68      ,         100,          2, 1)
(244, '28:05:A5:32:43:64', 1773929461, '2026-03-19T14:11:02.539938',            8.47, 32.7       , 48.2    ,     50.3,        21,      1287,         1,     349, -53 , -54      ,         100,          2, 1)
(245, '1C:C3:AB:B3:7F:08', 1773929464, '2026-03-19T14:11:05.510305',            6.1 , 33.3       , 50.2    ,     51.8,         0,      1526,         1,     358, -67 , -68      ,         100,          2, 1)
(246, '28:05:A5:32:43:64', 1773929471, '2026-03-19T14:11:12.369939',            8.01, 32.7       , 48.2    ,     50.3,        17,      1285,         1,     350, -52 , -52      ,         100,          2, 1)
(247, '1C:C3:AB:B3:7F:08', 1773929474, '2026-03-19T14:11:14.981310',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1537,         1,     359, -64 , -66      ,         100,          2, 1)
(248, '28:05:A5:32:43:64', 1773929481, '2026-03-19T14:11:22.610086',            7.87, 32.7       , 48.2    ,     50.3,        16,      1275,         1,     351, -51 , -52      ,         100,          2, 1)
(249, '1C:C3:AB:B3:7F:08', 1773929484, '2026-03-19T14:11:25.784886',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1537,         1,     360, -71 , -66      ,         100,          2, 1)
(250, '28:05:A5:32:43:64', 1773929491, '2026-03-19T14:11:32.181254',            7.57, 32.7       , 48.2    ,     50.2,        14,      1270,         1,     352, -52 , -53      ,         100,          2, 1)
(251, '1C:C3:AB:B3:7F:08', 1773929494, '2026-03-19T14:11:35.513156',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1537,         1,     361, -64 , -63      ,         100,          2, 1)
(252, '28:05:A5:32:43:64', 1773929501, '2026-03-19T14:11:41.979183',            7.15, 32.7       , 48.2    ,     50.1,        10,      1255,         1,     353, -52 , -53      ,         100,          2, 1)
(253, '1C:C3:AB:B3:7F:08', 1773929504, '2026-03-19T14:11:45.162367',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1537,         1,     362, -65 , -64      ,         100,          2, 1)
(254, '28:05:A5:32:43:64', 1773929511, '2026-03-19T14:11:52.715916',            6.74, 32.7       , 48.2    ,     50.0,         6,      1237,         1,     354, -50 , -52      ,         100,          2, 1)
(255, '1C:C3:AB:B3:7F:08', 1773929514, '2026-03-19T14:11:54.988203',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1537,         1,     363, -63 , -65      ,         100,          2, 1)
(256, '28:05:A5:32:43:64', 1773929521, '2026-03-19T14:12:02.648694',            6.23, 32.7       , 48.2    ,     50.0,         1,      1233,         1,     355, -52 , -53      ,         100,          2, 1)
(257, '1C:C3:AB:B3:7F:08', 1773929524, '2026-03-19T14:12:05.039625',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1538,         1,     364, -62 , -59      ,         100,          2, 1)
(258, '28:05:A5:32:43:64', 1773929532, '2026-03-19T14:12:12.323415',            6.1 , 32.6       , 48.3    ,     49.8,         0,      1215,         1,     356, -50 , -53      ,         100,          2, 1)
(259, '1C:C3:AB:B3:7F:08', 1773929535, '2026-03-19T14:12:15.756449',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1539,         1,     365, -76 , -63      ,         100,          2, 1)
(260, '28:05:A5:32:43:64', 1773929542, '2026-03-19T14:12:22.924631',            6.1 , 32.6       , 48.3    ,     49.8,         0,      1204,         1,     357, -51 , -53      ,         100,          2, 1)
(261, '1C:C3:AB:B3:7F:08', 1773929545, '2026-03-19T14:12:25.689164',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1539,         1,     366, -60 , -64      ,         100,          2, 1)
(262, '28:05:A5:32:43:64', 1773929552, '2026-03-19T14:12:33.062050',            6.1 , 32.6       , 48.3    ,     49.7,         0,      1194,         1,     358, -51 , -53      ,         100,          2, 1)
(263, '1C:C3:AB:B3:7F:08', 1773929555, '2026-03-19T14:12:35.929218',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1540,         1,     367, -64 , -60      ,         100,          2, 1)
(264, '28:05:A5:32:43:64', 1773929562, '2026-03-19T14:12:42.995163',            6.1 , 32.6       , 48.3    ,     49.5,         0,      1169,         1,     359, -52 , -52      ,         100,          2, 1)
(265, '1C:C3:AB:B3:7F:08', 1773929565, '2026-03-19T14:12:46.271997',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1541,         1,     368, -62 , -61      ,         100,          2, 1)
(266, '28:05:A5:32:43:64', 1773929572, '2026-03-19T14:12:52.439262',            6.1 , 32.6       , 48.4    ,     49.4,         0,      1156,         1,     360, -53 , -55      ,         100,          2, 1)
(267, '1C:C3:AB:B3:7F:08', 1773929575, '2026-03-19T14:12:55.399379',            6.1 , 33.3       , 50.1    ,     51.9,         0,      1543,         1,     369, -76 , -60      ,         100,          2, 1)
(268, '28:05:A5:32:43:64', 1773929582, '2026-03-19T14:13:02.566957',            6.1 , 32.6       , 48.4    ,     49.3,         0,      1139,         1,     361, -51 , -53      ,         100,          2, 1)
(269, '1C:C3:AB:B3:7F:08', 1773929585, '2026-03-19T14:13:05.932257',            6.1 , 33.4       , 50.1    ,     51.9,         0,      1543,         1,     370, -59 , -58      ,         100,          2, 1)
(270, '28:05:A5:32:43:64', 1773929592, '2026-03-19T14:13:13.209954',            6.1 , 32.5       , 48.4    ,     49.1,         0,      1122,         1,     362, -52 , -54      ,         100,          2, 1)
(271, '1C:C3:AB:B3:7F:08', 1773929595, '2026-03-19T14:13:15.986578',            6.1 , 33.4       , 50.1    ,     51.9,         0,      1546,         1,     371, -60 , -60      ,         100,          2, 1)
(272, '28:05:A5:32:43:64', 1773929602, '2026-03-19T14:13:23.144526',            6.1 , 32.5       , 48.4    ,     48.9,         0,      1097,         1,     363, -52 , -54      ,         100,          2, 1)
(273, '1C:C3:AB:B3:7F:08', 1773929605, '2026-03-19T14:13:25.608257',            6.1 , 33.4       , 50.0    ,     51.9,         0,      1547,         1,     372, -59 , -60      ,         100,          2, 1)
(274, '28:05:A5:32:43:64', 1773929612, '2026-03-19T14:13:33.171019',            6.1 , 32.5       , 48.3    ,     48.8,         0,      1082,         1,     364, -52 , -53      ,         100,          2, 1)
(275, '1C:C3:AB:B3:7F:08', 1773929615, '2026-03-19T14:13:35.646082',            6.1 , 33.4       , 50.0    ,     51.9,         0,      1547,         1,     373, -57 , -62      ,         100,          2, 1)
(276, '28:05:A5:32:43:64', 1773929622, '2026-03-19T14:13:42.914964',            6.1 , -999.0     , -999.0  ,     48.7,         0,      1065,         1,     365, -52 , -54      ,         100,          2, 1)
(277, '1C:C3:AB:B3:7F:08', 1773929625, '2026-03-19T14:13:46.381077',            6.1 , 33.3       , 50.0    ,     51.9,         0,      1549,         1,     374, -61 , -62      ,         100,          2, 1)
(278, '28:05:A5:32:43:64', 1773929632, '2026-03-19T14:13:53.241706',            6.1 , -999.0     , -999.0  ,     48.6,         0,      1049,         1,     366, -51 , -54      ,         100,          2, 1)
